Note:
Results of the csv export.
If more than one entry per data field is available for a strain, the export contains multiple lines per strain.
At the end of the line you find the reference for each exported entry.


Export with Textmined data

strains.ID_strains;strains.Culture collection no.;strains.Species;strains.Strain Designation;strains_tax_PNU.Species (PNU);strains_tax_PNU.ID_reference
"10461";"CCUG 352, NCTC 10529, DSM 7536, ATCC 23330";"Kingella kingae";"4177/66";"Kingella kingae";"20215";

"142559";"CCUG 12986";"Kingella kingae";"";"Kingella kingae";"20215";

"142562";"CCUG 13025";"Kingella kingae";"";"Kingella kingae";"20215";

"142604";"CCUG 13250";"Kingella kingae";"";"Kingella kingae";"20215";

"142606";"CCUG 13271";"Kingella kingae";"";"Kingella kingae";"20215";

"142736";"CCUG 14290";"Kingella kingae";"";"Kingella kingae";"20215";

"142794";"CCUG 14853";"Kingella kingae";"";"Kingella kingae";"20215";

"142874";"CCUG 15480";"Kingella kingae";"";"Kingella kingae";"20215";

"142971";"CCUG 15968";"Kingella kingae";"";"Kingella kingae";"20215";

"143119";"CCUG 17260";"Kingella kingae";"";"Kingella kingae";"20215";

"143156";"CCUG 17526";"Kingella kingae";"";"Kingella kingae";"20215";

"143234";"CCUG 17922";"Kingella kingae";"";"Kingella kingae";"20215";

"143561";"CCUG 20134";"Kingella kingae";"";"Kingella kingae";"20215";

"143625";"CCUG 20639";"Kingella kingae";"";"Kingella kingae";"20215";

"144443";"CCUG 24975";"Kingella kingae";"";"Kingella kingae";"20215";

"144487";"CCUG 25275";"Kingella kingae";"";"Kingella kingae";"20215";

"144694";"CCUG 26280";"Kingella kingae";"";"Kingella kingae";"20215";

"145048";"CCUG 27520";"Kingella kingae";"";"Kingella kingae";"20215";

"145076";"CCUG 27607";"Kingella kingae";"";"Kingella kingae";"20215";

"145587";"CCUG 28875";"Kingella kingae";"";"Kingella kingae";"20215";

"145691";"CCUG 29267";"Kingella kingae";"";"Kingella kingae";"20215";

"146134";"CCUG 30428";"Kingella kingae";"";"Kingella kingae";"20215";

"146266";"CCUG 30752";"Kingella kingae";"";"Kingella kingae";"20215";

"147047";"CCUG 32736";"Kingella kingae";"";"Kingella kingae";"20215";

"148070";"CCUG 34766";"Kingella kingae";"";"Kingella kingae";"20215";

"149207";"CCUG 37277";"Kingella kingae";"";"Kingella kingae";"20215";

"149598";"CCUG 38034";"Kingella kingae";"";"Kingella kingae";"20215";

"149677";"CCUG 38166";"Kingella kingae";"";"Kingella kingae";"20215";

"149972";"CCUG 38773";"Kingella kingae";"";"Kingella kingae";"20215";

"150050";"CCUG 38916";"Kingella kingae";"";"Kingella kingae";"20215";

"150318";"CCUG 39627";"Kingella kingae";"";"Kingella kingae";"20215";

"150450";"CCUG 39964";"Kingella kingae";"";"Kingella kingae";"20215";

"150820";"CCUG 42447";"Kingella kingae";"";"Kingella kingae";"20215";

"150920";"CCUG 42753";"Kingella kingae";"";"Kingella kingae";"20215";

"151669";"CCUG 44570";"Kingella kingae";"";"Kingella kingae";"20215";

"151756";"CCUG 44801";"Kingella kingae";"";"Kingella kingae";"20215";

"151993";"CCUG 45468";"Kingella kingae";"";"Kingella kingae";"20215";

"153108";"CCUG 48511";"Kingella kingae";"";"Kingella kingae";"20215";

"153886";"CCUG 51499";"Kingella kingae";"";"Kingella kingae";"20215";

"154759";"CCUG 55102";"Kingella kingae";"";"Kingella kingae";"20215";

"154996";"CCUG 56011";"Kingella kingae";"";"Kingella kingae";"20215";

"155401";"CCUG 57605";"Kingella kingae";"";"Kingella kingae";"20215";

"155499";"CCUG 57898";"Kingella kingae";"";"Kingella kingae";"20215";

"156042";"CCUG 60176";"Kingella kingae";"";"Kingella kingae";"20215";

"156270";"CCUG 60968";"Kingella kingae";"";"Kingella kingae";"20215";

"156453";"CCUG 61871";"Kingella kingae";"";"Kingella kingae";"20215";

"156613";"CCUG 63569";"Kingella kingae";"";"Kingella kingae";"20215";

"156770";"CCUG 65027";"Kingella kingae";"";"Kingella kingae";"20215";

"156832";"CCUG 65960";"Kingella kingae";"";"Kingella kingae";"20215";

"156849";"CCUG 66057";"Kingella kingae";"";"Kingella kingae";"20215";

"144912";"CCUG 27051 C";"Kingella kingae";"";"Kingella kingae";"20215";

"146794";"CCUG 32129 B";"Kingella kingae";"";"Kingella kingae";"20215";

"141684";"CCUG 4726 A";"Kingella kingae";"";"Kingella kingae";"20215";

"140547";"CSUR P957, CCUG 69806";"Kingella negevensis";"Sch538";"Kingella negevensis";"20215";

"10463";"DSM 18271, ATCC 51147, CCM 4589, CCUG 30450, CIP 103803";"Kingella oralis";"FDC UB-38, UB 38(Dewhirst)";"";"";

"10464";"DSM 18304, CCUG 49773, CIP 108935, NCTC 13336";"Kingella potus";"3/SID/1128";"Kingella potus";"20215";

"151617";"CCUG 44465";"Kingella sp.";"";"Kingella sp.";"20215";

"153240";"CCUG 48848";"Klebsiella pneumoniae";"";"Klebsiella pneumoniae";"20215";

"7658";"CCUG 55751, JCM 14118, DSM 16004, CCM 132, NBRC 110786";"Kocuria carniphila";"";"Kocuria carniphila";"20215";

"155547";"CCUG 58089";"Kocuria marina";"";"Kocuria marina";"20215";

"155123";"CCUG 56526";"Kocuria palustris";"";"Kocuria palustris";"20215";

"154623";"CCUG 54615";"Kroppenstedtia eburnea";"";"Kroppenstedtia eburnea";"20215";

"155967";"CCUG 59814";"Kytococcus schroeteri";"";"Kytococcus schroeteri";"20215";

"156294";"CCUG 61087";"Kytococcus schroeteri";"";"Kytococcus schroeteri";"20215";

"154679";"CCUG 54824";"Kytococcus sp.";"";"Kytococcus sp.";"20215";

"156598";"CCUG 63262";"Laceyella sp.";"";"Laceyella sp.";"20215";

"6661";"CCUG 50162, DSM 19394, CCM 7240, LMG 22200, R-19065";"Lactobacillus acidifarinae";"R-19065";"Lactobacillus acidifarinae";"20215";

"6606";"CCUG 46556, CIP 106750, PCU 207, DSM 15836, HSCC 1411, JCM 10692, NRIC 0300, TISTR 1386";"Lactobacillus acidipiscis";"FS60-1, PCU 207";"Lactobacillus acidipiscis";"20215";

"6405";"DSM 20242";"Lactobacillus acidophilus";"";"Lactobacillus acidophilus";"20215";

"6407";"DSM 20509, NCIB 11716, CCUG 31450";"Lactobacillus agilis";"262";"Lactobacillus agilis";"20215";

"6406";"DSM 20508";"Lactobacillus agilis";"123";"Lactobacillus agilis";"20215";

"6408";"DSM 20510";"Lactobacillus agilis";"298";"Lactobacillus agilis";"20215";

"152351";"CCUG 46512";"Lactobacillus agilis";"";"Lactobacillus agilis";"20215";

"6598";"DSM 15638, JCM 10491, NCIMB 13914";"Lactobacillus algidus";"M6A9";"Lactobacillus algidus";"20215";

"6413";"DSM 20531, ATCC 33620, NRRL B-4540, CCUG 27201";"Lactobacillus amylovorus";"";"Lactobacillus amylovorus";"20215";

"6412";"DSM 16698, CIP 109151, NCCB 100067";"Lactobacillus amylovorus";"OTU-171-1";"Lactobacillus amylovorus";"20215";

"6414";"CCUG 27202, DSM 20532, ATCC 33622, NRRL B-4542";"Lactobacillus amylovorus";"";"Lactobacillus amylovorus";"20215";

"6415";"DSM 20552, CIP 104566";"Lactobacillus amylovorus";"H 27a";"Lactobacillus amylovorus";"20215";

"138087";"CIP 104619, ATCC 33621, CCUG 37501, NRRL B-4549, LMG 13135";"Lactobacillus amylovorus";"";"Lactobacillus amylovorus";"20215";

"151533";"CCUG 44237";"Lactobacillus amylovorus";"";"Lactobacillus amylovorus";"20215";

"6416";"DSM 20602, ATCC 35046, NCDO 2425, CCUG 33906";"Lactobacillus animalis";"PPI/1535";"Lactobacillus animalis";"20215";

"146445";"CCUG 31155";"Lactobacillus animalis";"";"Lactobacillus animalis";"20215";

"156995";"CCUG 68343";"Lactobacillus animalis";"";"Lactobacillus animalis";"20215";

"6613";"DSM 16041, CCUG 48456, CIP 109960, LMG 22111";"Lactobacillus antri";"Kx146A4";"Lactobacillus antri";"20215";

"6614";"DSM 16042, CCUG 48457, LMG 22112";"Lactobacillus antri";"Kx329A2";"Lactobacillus antri";"20215";

"130368";"DSM 26257, CCUG 63287";"Lactobacillus apinorum";"Fhon13N";"Lactobacillus apinorum";"20215";

"130367";"DSM 26311";"Lactobacillus apis";"H1HS25N";"Lactobacillus apis";"20215";

"6646";"DSM 16634, CIP 108913";"Lactobacillus apodemi";"ASB1";"Lactobacillus apodemi";"20215";

"6645";"DSM 16748";"Lactobacillus apodemi";"ASB7";"Lactobacillus apodemi";"20215";

"6647";"DSM 16635";"Lactobacillus apodemi";"ASB2";"Lactobacillus apodemi";"20215";

"6648";"DSM 16648";"Lactobacillus apodemi";"ASB6";"Lactobacillus apodemi";"20215";

"6649";"DSM 16649";"Lactobacillus apodemi";"ASB8";"Lactobacillus apodemi";"20215";

"6691";"DSM 21051, CECT 7355";"Lactobacillus aquaticus";"IMCC1736";"Lactobacillus aquaticus";"20215";

"6642";"DSM 18080, JCM 18665, LMG 23555";"Lactobacillus backii";"L-1062";"Lactobacillus backii";"20215";

"131378";"DSM 28793, LMG 28288";"Lactobacillus bombicola";"H70-3";"Lactobacillus bombicola";"20215";

"6704";"DSM 23927, ATCC BAA 2142, LMG 26001";"Lactobacillus brantae";"SL1108";"Lactobacillus brantae";"20215";

"151559";"CCUG 44317";"Lactobacillus brevis";"";"Lactobacillus brevis";"20215";

"155513";"CCUG 57950";"Lactobacillus brevis";"";"Lactobacillus brevis";"20215";

"6681";"DSM 21116, LMG 24285";"Lactobacillus cacaonum";"R-34119";"Lactobacillus cacaonum";"20215";

"6670";"DSM 22697, BCC 21233, CIP 109883, JCM 13995, NRIC 0672, PCU 273";"Lactobacillus camelliae";"MCH3-1";"Lactobacillus camelliae";"20215";

"6677";"DSM 22408, CCUG 53626, CECT 7185, JCM 15609";"Lactobacillus ceti";"142-2";"Lactobacillus ceti";"20215";

"151511";"CCUG 44174";"Lactobacillus coleohominis";"";"Lactobacillus coleohominis";"20215";

"6436";"DSM 20515, ATCC 27612, NCIB 10925, CCUG 32259, NCIMB 10925";"Lactobacillus collinoides";"Cl3a";"Lactobacillus collinoides";"20215";

"6668";"DSM 18527, JCM 14202";"Lactobacillus composti";"NRIC 0689";"Lactobacillus composti";"20215";

"6636";"DSM 17758, AS 1.5017, LMG 22739";"Lactobacillus concavus";"C-5-1";"Lactobacillus concavus";"20215";

"6442";"DSM 20584, ATCC 33820, CCUG 30722, JCM 1185, LMG 9479, CIP 102990";"Lactobacillus crispatus";"VPI 3199";"Lactobacillus crispatus";"20215";

"135309";"CIP 103603, NCTC 4505, NCIMB 4505, CCUG 42897, LMG 11440";"Lactobacillus crispatus";"";"Lactobacillus crispatus";"20215";

"151479";"CCUG 44128";"Lactobacillus crispatus";"";"Lactobacillus crispatus";"20215";

"152257";"CCUG 46228";"Lactobacillus crispatus";"";"Lactobacillus crispatus";"20215";

"152773";"CCUG 47593";"Lactobacillus crispatus";"";"Lactobacillus crispatus";"20215";

"155480";"CCUG 57836";"Lactobacillus crispatus";"";"Lactobacillus crispatus";"20215";

"6444";"DSM 20019, ATCC 25601, NCIB 9710, CCUG 30669, LMG 9198";"Lactobacillus curvatus";"1";"Lactobacillus curvatus";"20215";

"148560";"CCUG 35636";"Lactobacillus curvatus";"";"Lactobacillus curvatus";"20215";

"149347";"CCUG 37552";"Lactobacillus curvatus";"";"Lactobacillus curvatus";"20215";

"152950";"CCUG 48108";"Lactobacillus delbrueckii";"";"Lactobacillus delbrueckii";"20215";

"154888";"CCUG 55545";"Lactobacillus delbrueckii";"";"Lactobacillus delbrueckii";"20215";

"155067";"CCUG 56365";"Lactobacillus delbrueckii";"";"Lactobacillus delbrueckii";"20215";

"6449";"DSM 20081, ATCC 11842, NCDO 1489, WDCM 00102, CCUG 41390, CIP 101027, LMG 6901, IMET 10708, JCM 1002";"Lactobacillus delbrueckii subsp. bulgaricus";"14, Lb.14";"Lactobacillus delbrueckii subsp. bulgaricus";"20215";

"6448";"DSM 20080";"Lactobacillus delbrueckii subsp. bulgaricus";"D";"Lactobacillus delbrueckii subsp. bulgaricus";"20215";

"6450";"CCUG 34222, CCM 7191, DSM 20074, ATCC 9649, NCDO 213, NCIB 8130";"Lactobacillus delbrueckii subsp. delbrueckii";"730, Calvert";"Lactobacillus delbrueckii";"20215";

"6610";"DSM 15996, LMG 22083, CCUG 51390, CIP 108704, JCM 15610";"Lactobacillus delbrueckii subsp. indicus";"NCC725";"Lactobacillus delbrueckii subsp. indicus";"20215";

"24135";"DSM 26046, CHCC13979, LMG 27067";"Lactobacillus delbrueckii subsp. jakobsenii";"ZN7a-9";"Lactobacillus delbrueckii subsp. jakobsenii";"20215";

"6451";"DSM 20072, ATCC 12315, NCDO 1438, CCUG 31454, IAM 12476";"Lactobacillus delbrueckii subsp. lactis";"L 110";"Lactobacillus delbrueckii subsp. lactis";"20215";

"6452";"DSM 20073, ATCC 14933";"Lactobacillus delbrueckii subsp. lactis";"14-1, L 889";"Lactobacillus delbrueckii subsp. lactis";"20215";

"6453";"DSM 20076, ATCC 4797, CCM 2344, NCDO 299, NCIB 7854, CCUG 21454, ATCC 7831";"Lactobacillus delbrueckii subsp. lactis";"326, F 59";"Lactobacillus delbrueckii subsp. lactis";"20215";

"6454";"DSM 20355, ATCC 7830, NCDO 8118, NCIB 302";"Lactobacillus delbrueckii subsp. lactis";"313, Ld 5";"Lactobacillus delbrueckii subsp. lactis";"20215";

"155777";"CCUG 59286";"Lactobacillus delbrueckii subsp. lactis";"";"Lactobacillus delbrueckii subsp. lactis";"20215";

"24129";"DSM 24966, JCM 17838, KCTC 15515, YIT 11221";"Lactobacillus delbrueckii subsp. sunkii";"";"Lactobacillus delbrueckii subsp. sunkii";"20215";

"6534";"DSM 20335, ATCC 33087, CIP 103407, JCM 5887, LMG 11485, NCDO 1561, CCUG 18834, CCM 3457";"Lactobacillus dextrinicus";"L95";"Lactobacillus dextrinicus";"20215";

"6604";"DSM 15833, ATCC BAA 261, CCUG 47129, CIP 107382, JCM 10991, KCTC 13921";"Lactobacillus equi";"YIT 0455";"Lactobacillus equi";"20215";

"6693";"DSM 19284, CIP 110162, JCM 14600";"Lactobacillus equicursoris";"DI70";"Lactobacillus equicursoris";"20215";

"6678";"DSM 18793, JCM 14505, NRIC 0697";"Lactobacillus equigenerosi";"";"Lactobacillus equigenerosi";"20215";

"6682";"DSM 21115, LMG 24284";"Lactobacillus fabifermentans";"R-34115";"Lactobacillus fabifermentans";"20215";

"24137";"DSM 23956, CIP 110788, JCM 17300";"Lactobacillus faecis";"AFL 13-2";"Lactobacillus faecis";"20215";

"6643";"DSM 18382, JCM 14108, NRIC 0676";"Lactobacillus farraginis";"";"Lactobacillus farraginis";"20215";

"143667";"CCUG 20884";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"6460";"DSM 20391, ATCC 9338, CCM 91, NCDO 215, NCIB 6991, CCUG 21453, NCTC 6991";"Lactobacillus fermentum";"36";"Lactobacillus fermentum";"20215";

"152947";"CCUG 48099";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"153512";"CCUG 49999";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"154865";"CCUG 55467";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"155138";"CCUG 56563";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"156183";"CCUG 60642";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"156402";"CCUG 61585";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"149731";"CCUG 38292 A";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"152789";"CCUG 47616 A";"Lactobacillus fermentum";"";"Lactobacillus fermentum";"20215";

"6696";"DSM 22689, JCM 16035, NRIC 0771";"Lactobacillus florum";"F9-1";"Lactobacillus florum";"20215";

"24143";"DSM 27174, JCM 18764, NRIC 0900";"Lactobacillus furfuricola";"Nu 27";"Lactobacillus furfuricola";"20215";

"24144";"DSM 27175, JCM 18765, NRIC 0901";"Lactobacillus furfuricola";"Nu 29, Nu29";"Lactobacillus furfuricola";"20215";

"6466";"CCUG 31451, DSM 20243, ATCC 33323, NCDO 2233, NCIB 11718";"Lactobacillus gasseri";"AM 63";"Lactobacillus gasseri";"20215";

"6465";"DSM 20077, ATCC 19992, WDCM 00103, CCUG 39972, CIP 103699";"Lactobacillus gasseri";"F 164";"Lactobacillus gasseri";"20215";

"6467";"DSM 20604";"Lactobacillus gasseri";"V 4020/4079";"Lactobacillus gasseri";"20215";

"144383";"CCUG 24836";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"145302";"CCUG 28121";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151391";"CCUG 44033";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151392";"CCUG 44034";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151397";"CCUG 44040";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151403";"CCUG 44046";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151412";"CCUG 44056";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151415";"CCUG 44059";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151421";"CCUG 44063";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151422";"CCUG 44064";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151425";"CCUG 44068";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151428";"CCUG 44071";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151429";"CCUG 44072";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151431";"CCUG 44075";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151432";"CCUG 44076";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151437";"CCUG 44081";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151438";"CCUG 44082";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151467";"CCUG 44112";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151484";"CCUG 44133";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151486";"CCUG 44138";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151495";"CCUG 44150";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"151517";"CCUG 44188";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"152202";"CCUG 46054";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"154159";"CCUG 52606";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"154789";"CCUG 55191";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"155420";"CCUG 57687";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"155434";"CCUG 57751";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"155327";"CCUG 57346 A";"Lactobacillus gasseri";"";"Lactobacillus gasseri";"20215";

"6617";"DSM 16045, CCUG 48454, LMG 22113, CIP 109873";"Lactobacillus gastricus";"Kx156A7";"Lactobacillus gastricus";"20215";

"6618";"DSM 16046, CCUG 48455, LMG 22488";"Lactobacillus gastricus";"Kx293C4";"Lactobacillus gastricus";"20215";

"6657";"DSM 18630, CCUG 53453, CIP 109616, JCM 15611";"Lactobacillus ghanensis";"L489";"Lactobacillus ghanensis";"20215";

"6700";"DSM 23908, CRBIP 24.85, KCTC 21043";"Lactobacillus gigeriorum";"202";"Lactobacillus gigeriorum";"20215";

"23075";"DSM 24154";"Lactobacillus ginsenosidimutans";"EMML 3041";"";"";

"130382";"DSM 28356, JCM 19575";"Lactobacillus gorillae";"KZ01";"Lactobacillus gorillae";"20215";

"6468";"DSM 20719, ATCC 51150, CIP 105164, NCIB 12808, CCUG 32238";"Lactobacillus graminis";"G90(1)";"Lactobacillus graminis";"20215";

"6624";"DSM 16381, CIP 108387, TMW 1.1236, CCUG 51325";"Lactobacillus hammesii";"LP38";"Lactobacillus hammesii";"20215";

"6625";"DSM 16382";"Lactobacillus hammesii";"LP39, TMW 1.602";"Lactobacillus hammesii";"20215";

"6637";"DSM 16991, CIP 109152, JCM 16178, CCUG 54937, AHU 1762";"Lactobacillus harbinensis";"AHU 1762, SBT 10908";"Lactobacillus harbinensis";"20215";

"24136";"DSM 28069, LMG 26166, NCIMB 14701";"Lactobacillus heilongjiangensis";"S4-3";"Lactobacillus heilongjiangensis";"20215";

"6471";"DSM 20075, ATCC 15009, CCUG 30139, IMET 10709, LMG 6413, CCTM 3036, JCM 1120";"Lactobacillus helveticus";"12, Lh12";"Lactobacillus helveticus";"20215";

"131552";"DSM 100358, CCTCC AB 2015090";"Lactobacillus herbarum";"TCF032-E4";"Lactobacillus herbarum";"20215";

"24132";"DSM 26202, CIP 110792, JCM 18461, KCTC 21044";"Lactobacillus hokkaidonensis";"LOOC260";"Lactobacillus hokkaidonensis";"20215";

"6705";"DSM 23910, CRBIP 24.179, KCTC 21045";"Lactobacillus hominis";"61D";"Lactobacillus hominis";"20215";

"6474";"CCUG 32247, LMG 9478, IAM H42, CIP 103141, LMG 11720, DSM 20571, ATCC 15434, JCM 1199";"Lactobacillus homohiochii";"H42";"Lactobacillus homohiochii";"20215";

"6672";"DSM 19519, CIP 109892, JCM 16179, LMG 24241";"Lactobacillus hordei";"UCC128";"Lactobacillus hordei";"20215";

"6673";"DSM 19520";"Lactobacillus hordei";"UCC127";"Lactobacillus hordei";"20215";

"6580";"DSM 13335, CCUG 28746, CIP 105923, LMG 18914, NCIMB 13718, CCM 4943";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"144336";"CCUG 24626, LMG 18913";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"149216";"CCUG 37287, LMG 18915";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"149218";"CCUG 37289";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151424";"CCUG 44067";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151434";"CCUG 44078";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151463";"CCUG 44108";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151482";"CCUG 44131";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151483";"CCUG 44132";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"151490";"CCUG 44143";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"152373";"CCUG 46563";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"154422";"CCUG 53509";"Lactobacillus iners";"";"Lactobacillus iners";"20215";

"6609";"CIP 107876, KCTC 3800, DSM 15946, CCUG 45722, LMG 20380";"Lactobacillus ingluviei";"KR3";"Lactobacillus ingluviei";"20215";

"24134";"DSM 26942, JCM 18838, KCTC 21046";"Lactobacillus iwatensis";"IWT246";"Lactobacillus iwatensis";"20215";

"6475";"DSM 20557, ATCC 25258";"Lactobacillus jensenii";"62G";"Lactobacillus jensenii";"20215";

"149915";"CCUG 38672";"Lactobacillus jensenii";"";"Lactobacillus jensenii";"20215";
