"org_name","tax_id","sporulation","gram_stain","metabolism","cell_shape","motility","ref_type","reference"
"Gloeobacter violaceus",33072,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Clostridium sp. Maddingley MBC34-26",1196322,"1",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ralstonia solanacearum",305,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma conjunctivae",45361,"0",NA,NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidobacterium capsulatum",33075,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycoplasma alkalescens",45363,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermus islandicus",540988,NA,"0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudogulbenkiania ferrooxidans",549169,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Parvimonas sp. oral taxon 393",713008,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas stutzeri",316,"0","0",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Salinisphaera shabanensis",180542,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Aquiluna sp. IMCC13023",1081644,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas syringae",317,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Nocardia cyriacigeorgica",135487,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pedosphaera parvula",1032527,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acaryochloris marina",155978,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ralstonia pickettii",329,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhodoferax ferrireducens",192843,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas pseudoalcaligenes",330,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Rhizobium mongolense",57676,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Macrococcus caseolyticus",69966,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Actinomyces sp. oral taxon 180",651609,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia glumae",337,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas campestris",339,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Pedobacter saltans",151895,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lactobacillus iners",147802,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolicicoccus subflavus",639313,"0","1","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas citri",346,"0","0","strictaero",NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Xanthomonas oryzae",347,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Azotobacter vinelandii",354,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Agrobacterium tumefaciens",358,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Halomicrobium mukohataei",57705,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bartonella melophagi",291176,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Flavobacteria bacterium MS024-2A",487796,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Agrobacterium vitis",373,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium japonicum",375,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pseudomonas brassicacearum",930166,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Sinorhizobium fredii",380,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Photobacterium profundum",74109,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium loti",381,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Sinorhizobium meliloti",382,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhizobium leguminosarum",384,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermovirga lienii",336261,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sulfobacillus acidophilus",53633,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidimicrobium ferrooxidans",53635,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterococcus asini",57732,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mariniradius saccharolyticus",1245591,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Solibacter usitatus",332163,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leucobacter chironomi",491918,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halococcus hamelinensis",332168,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Idiomarina sp. A28L",1036674,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Rhizobium tropici",398,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cyanothece sp. ATCC 51472",860575,"0","0",NA,"coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacillus flagellatus",405,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacterium extorquens",408,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Idiomarina loihiensis",135577,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylococcus capsulatus",414,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylobacter luteus",415,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ochrobactrum intermedium",94625,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. URHA0002",1298867,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bordetella petrii",94624,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Propionicicella superfundia",348582,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium sp. URHD0025",1298864,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Fulvimarina pelagi",217511,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylomonas methanica",421,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acetobacter pomorum",65959,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Opitutaceae bacterium TAV1",278956,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Methylosinus trichosporium",426,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Facklamia languida",82347,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Scardovia inopinata",78259,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Cupriavidus metallidurans",119219,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Parascardovia denticolens",78258,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Oscillatoriales cyanobacterium JSC-12",864702,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. WSM2254",1188263,"0","0","strictaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Acetobacter pasteurianus",438,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidobacteriaceae bacterium TAA166",278963,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Congregibacter litoralis",393662,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Burkholderia sp. URHA0054",1298859,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium sp. URHA0056",1298858,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gluconobacter oxydans",442,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Marmoricola sp. URHB0036",1298863,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Caulobacter sp. URHA0033",1298862,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Legionella pneumophila",446,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lysobacter sp. URHA0019",1298861,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Microbacterium sp. URHA0036",1298860,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chlamydia ibidis",1405396,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Legionella longbeachae",450,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Sphingobium sp. YL23",1335760,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Exiguobacterium sp. AT1b",360911,NA,"1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Brenneria sp. EniD312",598467,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Solimonas variicoloris",254408,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dasania marina",471499,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardia brasiliensis",37326,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Fluoribacter dumoffii",463,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Proteus penneri",102862,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nocardia farcinica",37329,NA,"1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Pseudophaeobacter arcticus",385492,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter baumannii",470,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thiomicrospira arctica",131540,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Spiribacter salinus",1335746,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter calcoaceticus",471,"0","0",NA,"bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Cyanothece sp. PCC 8801",41431,"0","0",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Spiribacter sp. UAH-SP71",1335757,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Moraxella bovis",476,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Truepera radiovictrix",332249,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Paenibacillus sp. JDR-2",324057,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Coprococcus comes",410072,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Moraxella catarrhalis",480,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria cinerea",483,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria flavescens",484,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria gonorrhoeae",485,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria lactamica",486,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria meningitidis",487,"0","0",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Neisseria mucosa",488,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria sicca",490,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Nanoarchaeum equitans",160232,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ignicoccus hospitalis",160233,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Neisseria elongata",495,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Frankia sp. EUN1f",102897,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Sphingobium sp. SYK-6",627192,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Comamonadaceae bacterium URHA0028",1298913,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thioalkalivibrio sp. ALE20",545275,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dokdonia sp. 4H-3-7-5",983548,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermomicrobium roseum",500,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kingella denitrificans",502,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfatirhabdium butyrativorans",340467,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola sp. 4H-3-7+YE-5",983545,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Lacinutrix sp. 5H-3-7-4",983544,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Kingella oralis",505,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mycobacterium canettii",78331,"0","1","strictaero","bacilli","no","doi","doi.org/10.1093/nar/gkw964"
"Helicobacter bilis",37372,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Alcaligenes faecalis",511,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Amycolatopsis nigrescens",381445,"1","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 973",520709,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter sp. NIPH 817",520708,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bordetella bronchiseptica",518,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bordetella parapertussis",519,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bifidobacterium gallicum",78342,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Bordetella pertussis",520,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acinetobacter beijerinckii",262668,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bordetella avium",521,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Acidiphilium cryptum",524,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Ochrobactrum anthropi",529,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Polaribacter irgensii",531,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Beijerinckia indica",533,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Laribacter hongkongensis",168471,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Chromobacterium violaceum",536,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Eikenella corrodens",539,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Halomonas anticariensis",258591,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Zymomonas mobilis",542,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citricoccus sp. CH26A",1045009,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Chelativorans sp. BNC1",266779,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter koseri",545,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Citrobacter freundii",546,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Gordonia namibiensis",168480,"0","1","strictaero",NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Enterobacter aerogenes",548,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Varibaculum cambriense",184870,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pantoea agglomerans",549,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Wolbachia sp. wRi",66084,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Candidatus Mycoplasma haemominutum",209446,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Enterobacter cloacae",550,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Erwinia amylovora",552,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pantoea ananatis",553,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Deferribacter desulfuricans",197162,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pectobacterium carotovorum",554,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Adhaeribacter aquaticus",299567,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Dickeya chrysanthemi",556,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Escherichia coli",562,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Shimwellia blattae",563,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Escherichia fergusonii",564,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Escherichia hermannii",565,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus endophyticus",135735,"1","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Hafnia alvei",569,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Klebsiella oxytoca",571,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Klebsiella pneumoniae",573,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptococcus cristatus",45634,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Morganella morganii",582,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thauera sp. 28",303682,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Proteus mirabilis",584,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Polaromonas vacuolata",37448,"0",NA,NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Brevundimonas subvibrioides",74313,"0","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Providencia rettgeri",587,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thiorhodovibrio sp. 970",631362,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Providencia stuartii",588,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Maricaulis maris",74318,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Corallococcus coralloides",184914,"1","0","strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Bradyrhizobium sp. ARR65",1040989,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesorhizobium sp. WSM3224",1040986,"0","0","strictaero","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfovibrio magneticus",184917,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfohalobium retbaense",45663,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vulcanisaeta distributa",164451,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Granulicoccus phenolivorans",266854,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermotoga thermarum",119394,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Glaciecola mesophila",197222,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia liquefaciens",614,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia marcescens",615,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Natronococcus occultus",29288,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Desulfatiglans anilini",90728,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Serratia odorifera",618,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Methanococcoides burtonii",29291,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Pyrococcus abyssi",29292,"0","0","strictanaero","coccus",NA,"doi","doi.org/10.1093/nar/gkw964"
"Pedobacter glucosidilyticus",1122941,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shigella boydii",621,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Shigella dysenteriae",622,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Pedobacter oryzae",1122943,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Shigella flexneri",623,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Marichromatium purpuratum",37487,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Shigella sonnei",624,"0","0","facultative","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Xenorhabdus nematophila",628,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Yersinia enterocolitica",630,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Delftia sp. Cs1-4",742013,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Streptomyces cattleya",29303,"1","1","strictaero","tailed","no","doi","doi.org/10.1093/nar/gkw964"
"Burkholderia thailandensis",57975,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Yersinia pestis",632,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Yersinia pseudotuberculosis",633,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"SAR116 cluster alpha proteobacterium HIMB100",909943,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Edwardsiella tarda",636,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Phaeobacter inhibens",221822,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Exiguobacterium sibiricum",332410,"0","1",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium casei",160386,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Photobacterium leiognathi",553611,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aeromonas hydrophila",644,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leptospira licerasiae",447106,"0","0",NA,"spirilla",NA,"doi","doi.org/10.1093/nar/gkw964"
"Aeromonas salmonicida",645,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Bacillus weihenstephanensis",86662,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Bacillus halodurans",86665,"1","1",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Streptococcus pseudoporcinus",361101,"0","1","facultative","coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Turicella otitidis",29321,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"[Eubacterium] cellulosolvens",29322,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thiomicrospira halophila",373391,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Moorea producens",1155739,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aeromonas media",651,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacter brockii",29323,"1","1","strictanaero","bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Corynebacterium pyruviciproducens",598660,"0","1",NA,NA,"no","doi","doi.org/10.1093/nar/gkw964"
"Aeromonas veronii",654,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Escherichia sp. TW09308",754331,"0","0","facultative","bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Thermoanaerobacterium xylanolyticum",29329,"1",NA,"strictanaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Mesotoga prima",1184387,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Frankia symbiont of Datisca glomerata",656024,"1",NA,"strictaero",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Photobacterium phosphoreum",659,"0",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Photobacterium angustum",661,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Escherichia sp. TW11588",754333,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio alginolyticus",663,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Vibrio cholerae",666,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Aliivibrio fischeri",668,"0","0","facultative",NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio harveyi",669,"0","0",NA,"bacilli","yes","doi","doi.org/10.1093/nar/gkw964"
"Vibrio parahaemolyticus",670,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Vibrio proteolyticus",671,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio vulnificus",672,"0","0",NA,"bacilli",NA,"doi","doi.org/10.1093/nar/gkw964"
"Blattabacterium punctulatus",164514,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Leadbetterella byssophila",316068,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Grimontia hollisae",673,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Raphidiopsis brookii",668331,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Vibrio mimicus",674,"0","0",NA,NA,"yes","doi","doi.org/10.1093/nar/gkw964"
"Staphylococcus equorum",246432,"0","1",NA,"coccus","no","doi","doi.org/10.1093/nar/gkw964"
"Vibrio fluvialis",676,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
"Spirochaeta cellobiosiphila",504483,"0","0",NA,NA,NA,"doi","doi.org/10.1093/nar/gkw964"
