"strain.code","T.C","rate.per.minute","domain","kingdom","phylum","binomial.name","aero","trophy"
1069,36.8,0.000536093418258334,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
1069,39.92,0.000639596602971666,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
1069,44.88,0.000570594479830001,"Archaea","Euryarchaeota","Euryarchaeota","Methanobacterium kanagiense","AN","A"
1070,55.2574793287,0.000382144561983331,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,59.8732601562,0.00169363660366666,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,65.1661314302,0.0033167104351,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,70.2656151838,0.00723668379683333,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,74.9329035833,0.0123754745915499,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,79.8790352476,0.0132338690901167,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,84.8504524472,0.0159711193401832,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1070,90.0754273763,0.0125491175426167,"Archaea","Euryarchaeota","Euryarchaeota","Methanococcus infernus","AN","A"
1071,25.0549450549,0.00101809226809166,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,30.0549450549,0.00151584001584,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,36.978021978,0.00262758637758333,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,40.8241758242,0.00356504306505,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,42.9120879121,0.00355734580735,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,47.967032967,0.00266993366993334,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1071,55.0549450549,0.000727551727551669,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,25,0.001105954855955,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,30,0.00206991881991666,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,35,0.00253388278388333,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,36.8681318681,0.00271547371546667,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,39.8351648352,0.00295738045738333,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1072,45,0.0025428917929,"Archaea","Euryarchaeota","Euryarchaeota","Methanoculleus marisnigri","AN","H"
1073,19.7252747253,0.000338060588060001,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,25,0.000565414315414998,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,30.8241758242,0.000866844866845,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,35.1098901099,0.00124329274329333,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,37.032967033,0.00139783189783166,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,39.7802197802,0.00191686466686666,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1073,45.0549450549,0.00193475893476666,"Archaea","Euryarchaeota","Euryarchaeota","Methanogenium cariaci","AN","H"
1074,29.8589363803,0.001007194244605,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1074,34.7922132882,0.00134292565947167,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1074,39.9531668783,0.00200239808153333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1074,44.7645648187,0.00251798561151666,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1074,49.9486528424,0.00219424460431667,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1074,54.9253773452,0.000683453237409998,"Bacteria","Bacteria","Actinobacteria","Rubrobacter radiotolerans","A","H"
1075,25.1765319026,1.45847389493333e-05,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,29.8982704358,0.000688472400098334,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,35.2161652237,0.00169900088478333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,40.0629042619,0.00268541000893333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,45.0241799619,0.00353962726093333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,50.0943361924,0.00402126705425001,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,55.1650580359,0.00452694540621667,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,60.3336309536,0.00419129440568334,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,65.2233565908,0.0020046339877,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1075,70.1572000533,0.00169298114488334,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,30.0187460357,0.000808685393848331,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,40.184511088,0.00285370011998333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,45.3805162432,0.00368391921428333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,50.3335905526,0.00418957736578333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,55.1608159374,0.00434665621628333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,60.2196599049,0.00434752483648334,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,65.1025981844,0.00187240171461667,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1076,70.1526751482,0.00150067267563333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter taiwanensis","A","H"
1077,30.0193116488,0.000832723952505003,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,35.1058706604,0.00201148194683334,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,40.0711056525,0.00303396910945,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,45.1373025909,0.00334733899215,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,50.3290656475,0.00399726889653333,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,55.1610987439,0.00435867549561667,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,60.3455088296,0.00469610413746666,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,65.2160036199,0.00169213272516666,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1077,70.2708882954,0.00152473143475833,"Bacteria","Bacteria","Actinobacteria","Rubrobacter xylanophilus","A","H"
1078,35.0173292502,0.00167491211001666,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,39.9183977491,0.00357662458266667,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,42.9828144692,0.00581204258518333,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,44.9840526677,0.00584299754571667,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,48.547286466,0.00554884250558333,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,50.2449311252,0.00361495898468334,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1078,52.0448100692,0.000486932584518332,"Bacteria","Bacteria","Proteobacteria","Thiobacillus tepidarius","A","A"
1079,32.1084337349,0.000131440588853834,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,38.8554216867,0.000394321766561667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,41.1445783133,0.001182965299685,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,43.0722891566,0.00157728706624667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,45,0.00223449001051667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,46.8072289157,0.00210304942166666,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,48.9759036145,0.00315457413250001,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,51.1445783133,0.00315457413250001,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,53.0722891566,0.00394321766561667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,56.2048192771,0.0051261829653,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,59.2168674699,0.0051261829653,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,60.3012048193,0.00630914826498333,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,63.0722891566,0.00696635120925,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,64.8795180723,0.00683491062040001,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,67.4096385542,0.00683491062040001,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,70.1807228916,0.00591482649841667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1079,71.8674698795,0.00473186119873333,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter sulfurigignens","AN","H"
1080,30.0602409639,0.000131440588853834,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,32.3493975904,0.000131440588853834,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,33.6746987952,0.000262881177708333,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,35.843373494,0.001182965299685,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,38.0120481928,0.00157728706624667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,40.0602409639,0.00302313354363334,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,42.1084337349,0.00394321766561667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,44.0361445783,0.00262881177708333,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,45.9638554217,0.00460042060988334,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,48.734939759,0.00841219768664999,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,50.1807228916,0.0107781282860167,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,52.9518072289,0.0160357518401667,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,55.1204819277,0.0254994742376666,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,57.0481927711,0.0244479495268334,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,59.9397590361,0.0295741324921666,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,61.1445783133,0.0337802313355001,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,63.9156626506,0.0256309148265,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1080,67.0481927711,0.0140641430073666,"Bacteria","Bacteria","Firmicutes","Thermoanaerobacter uzonensis","AN","H"
1081,40.0004659398,0.0022676668841,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,45.020346038,0.0064658983837,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,49.9692479732,0.00900065231571667,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,54.8176622247,0.0140308037979334,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,59.8266703942,0.0197612524461666,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,62.3873202249,0.0205470029716665,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,64.8679837232,0.0209388272813332,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,67.5340912621,0.0185287381315001,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1081,70.0517193179,0.0137110241356834,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidocaldarius","FA","H"
1082,35.0973814183,0.00494237877799999,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,39.9582207312,0.00822142494745,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,44.9911471438,0.0105809958686667,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,49.9515422607,0.0114959773863834,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,52.4405926754,0.0107058056099166,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,54.8490355046,0.00960926288323333,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1082,60.1887056192,0.00373842139595,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus acidoterrestris","FA","H"
1083,39.8925232193,0.00581372762195,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus hesperidum","FA","H"
1083,44.9830708539,0.0117192143219499,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus hesperidum","FA","H"
1083,49.9877302519,0.0180625498296668,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus hesperidum","FA","H"
1083,52.3651104277,0.0213437703848333,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus hesperidum","FA","H"
1083,54.640294474,0.0156944988040834,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus hesperidum","FA","H"
1084,39.9211008604,0.00178618540261666,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,44.92203274,0.00865485250416667,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,49.859130867,0.0128531564833,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,54.8849128693,0.0162196129593332,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,59.8307085391,0.0191921432195001,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,62.3907371168,0.0200654490106668,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,64.7393843382,0.0157294339349166,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1084,67.5488460224,0.00478263390591667,"Bacteria","Bacteria","Firmicutes","Alicyclobacillus sp.","FA","H"
1085,34.8895899054,0.0017273187332,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,40.0630914826,0.0040515519838,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,45.1104100946,0.00600584247735,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,50.0315457413,0.0094057521735,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,54.8264984227,0.00981324072643333,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,60,0.00463987551401667,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1085,62.1451104101,0.00282611660106666,"Bacteria","Bacteria","Proteobacteria","Thiobacter subterraneus","microA","A"
1086,19.6182357302,0.00112725950846833,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,24.6796772538,0.00386777479995,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,29.7254376461,0.00569617095285001,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,36.8453840452,0.0115063864971167,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,39.8782573986,0.0129185198912834,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,42.0422535211,0.0137909610157501,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,43.8712436563,0.0118438872099001,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,46.1442949193,0.0107263690102834,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,48.2013742373,0.00537981600806667,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1086,49.8870958545,0.00343262340575,"Bacteria","Bacteria","Firmicutes","Lactobacillus thermotolerans","FA","H"
1087,54.9329807274,0.00156209245037,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1087,60.0557890161,0.00268499734338333,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1087,65.1807709028,0.00397526928465001,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1087,70.3187943776,0.00626974351543333,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1087,75.1905520939,0.00806175433511667,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1087,77.7539487031,0.00544329324253333,"Bacteria","Bacteria","Aquificae","Hydrogenivirga caldilitoris","A","A"
1088,59.9652001407,0.00199895316891902,"Bacteria","Bacteria","Aquificae","Thermovibrio ammonificans","AN","A"
1088,65.1031721283,0.00250624940101387,"Bacteria","Bacteria","Aquificae","Thermovibrio ammonificans","AN","A"
1088,70.0289611794,0.00621113671020671,"Bacteria","Bacteria","Aquificae","Thermovibrio ammonificans","AN","A"
1088,74.8056648465,0.00736297468722029,"Bacteria","Bacteria","Aquificae","Thermovibrio ammonificans","AN","A"
1088,80.0746090407,0.00415343552110997,"Bacteria","Bacteria","Aquificae","Thermovibrio ammonificans","AN","A"
1089,39.7256097561,0.00282496506605,"Archaea","Euryarchaeota","Euryarchaeota","Methanothermococcus okinawensis","AN","A"
